FLG,日付,TM,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,計,安,失
広島/阪神,07/17,阪神,0,0,0,2,0,0,0,0,,,,,2,10,0,
西武/ソフトバンク,07/17,西武,0,0,1,0,0,0,0,0,0,,,,1,5,0,
西武/ソフトバンク,07/17,ソフトバンク,0,0,0,1,1,0,0,1,,,,,3,10,0,
オリックス/ロッテ,07/18,オリックス,0,0,0,0,0,0,0,0,0,,,,0,2,0,
オリックス/ロッテ,07/18,ロッテ,0,0,0,0,0,1,3,0,,,,,4,7,1,
ヤクルト/ＤｅＮＡ,07/18,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,3,0,
ヤクルト/ＤｅＮＡ,07/18,ＤｅＮＡ,0,0,0,1,0,0,0,0,,,,,1,4,0,
楽天/日本ハム,07/18,楽天,0,0,1,0,0,1,0,3,0,,,,5,11,0,
楽天/日本ハム,07/18,日本ハム,0,0,0,0,0,1,0,0,0,,,,1,6,0,
巨人/中日,07/18,巨人,0,0,0,0,1,0,0,0,0,,,,1,7,1,
巨人/中日,07/18,中日,0,0,0,1,1,2,0,2,,,,,6,10,1,
広島/阪神,07/18,広島,0,5,1,2,0,0,1,0,0,,,,9,12,0,
広島/阪神,07/18,阪神,0,0,0,0,0,0,0,3,2,,,,5,7,1,
西武/ソフトバンク,07/18,西武,0,0,0,0,0,1,0,0,0,,,,1,7,0,
西武/ソフトバンク,07/18,ソフトバンク,0,0,0,2,1,0,0,0,,,,,3,5,0,
ヤクルト/ＤｅＮＡ,07/19,ヤクルト,0,1,0,0,0,1,1,0,0,,,,3,6,0,
ヤクルト/ＤｅＮＡ,07/19,ＤｅＮＡ,0,1,1,0,0,0,1,2,,,,,5,11,0,
楽天/日本ハム,07/19,楽天,0,1,0,0,0,1,0,1,0,,,,3,13,1,
楽天/日本ハム,07/19,日本ハム,0,0,0,0,0,0,0,2,0,,,,2,2,0,
巨人/中日,07/19,巨人,4,0,0,1,0,0,0,1,0,,,,6,13,0,
巨人/中日,07/19,中日,0,0,0,0,0,0,0,2,3,,,,5,14,0,
広島/阪神,07/19,広島,0,0,0,0,0,2,1,8,3,,,,14,15,1,
広島/阪神,07/19,阪神,0,2,0,0,0,0,1,0,0,,,,3,7,2,
西武/ソフトバンク,07/19,西武,2,0,0,1,2,0,0,1,0,,,,6,14,0,
西武/ソフトバンク,07/19,ソフトバンク,0,0,1,3,1,1,0,4,,,,,10,14,0,
楽天/日本ハム,07/20,楽天,0,0,0,0,0,3,0,0,0,0,0,,3,12,0,
楽天/日本ハム,07/20,日本ハム,0,0,0,0,0,0,0,3,0,0,1,,4,14,0,
オリックス/楽天,07/21,オリックス,0,0,1,0,2,0,0,0,0,0,,,3,5,1,
オリックス/楽天,07/21,楽天,0,0,0,0,1,0,1,1,0,1,,,4,7,1,
ロッテ/ソフトバンク,07/21,ロッテ,1,0,0,0,0,0,0,0,0,,,,1,4,0,
ロッテ/ソフトバンク,07/21,ソフトバンク,1,0,0,0,1,0,0,0,,,,,2,5,1,
巨人/ＤｅＮＡ,07/21,巨人,0,0,0,3,0,0,0,0,0,0,0,0,3,9,2,
巨人/ＤｅＮＡ,07/21,ＤｅＮＡ,0,0,0,1,1,1,0,0,0,0,0,0,3,10,1,
阪神/ヤクルト,07/21,阪神,0,1,0,2,0,4,1,0,3,,,,11,12,0,
阪神/ヤクルト,07/21,ヤクルト,0,0,0,0,0,0,0,0,1,,,,1,8,1,
中日/広島,07/21,中日,0,3,3,0,1,0,1,0,0,,,,8,8,2,
中日/広島,07/21,広島,1,0,1,0,1,0,1,1,0,,,,5,11,2,
日本ハム/西武,07/21,日本ハム,0,1,0,0,0,2,0,1,1,,,,5,11,0,
日本ハム/西武,07/21,西武,1,0,0,2,2,3,0,0,,,,,8,8,1,
オリックス/楽天,07/22,オリックス,1,1,0,1,0,0,3,1,0,,,,7,15,1,
オリックス/楽天,07/22,楽天,1,3,0,2,1,0,1,0,,,,,8,11,0,
ロッテ/ソフトバンク,07/22,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,1,1,
ロッテ/ソフトバンク,07/22,ソフトバンク,0,0,0,1,0,0,1,0,,,,,2,5,1,
巨人/ＤｅＮＡ,07/22,巨人,3,0,0,0,0,0,0,0,0,,,,3,6,1,
巨人/ＤｅＮＡ,07/22,ＤｅＮＡ,0,0,0,0,0,0,0,0,1,,,,1,5,0,
阪神/ヤクルト,07/22,阪神,0,2,0,0,0,0,0,0,0,,,,2,4,0,
阪神/ヤクルト,07/22,ヤクルト,2,2,0,0,0,2,0,0,,,,,6,7,1,
中日/広島,07/22,中日,0,0,0,0,0,2,0,0,1,,,,3,6,0,
中日/広島,07/22,広島,0,0,0,1,4,0,1,0,,,,,6,9,0,
日本ハム/西武,07/22,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,4,0,
日本ハム/西武,07/22,西武,2,0,1,0,0,0,1,0,,,,,4,6,0,
オリックス/楽天,07/23,オリックス,0,0,0,2,0,0,0,0,0,,,,2,7,0,
オリックス/楽天,07/23,楽天,0,0,0,0,0,0,0,2,1,,,,3,6,2,
ロッテ/ソフトバンク,07/23,ロッテ,0,1,1,0,1,0,0,0,0,,,,3,8,0,
ロッテ/ソフトバンク,07/23,ソフトバンク,0,1,0,0,0,0,0,0,0,,,,1,7,0,
巨人/ＤｅＮＡ,07/23,巨人,0,0,2,0,0,0,0,4,0,,,,6,9,0,
巨人/ＤｅＮＡ,07/23,ＤｅＮＡ,1,0,0,0,0,5,0,0,2,,,,8,13,1,
阪神/ヤクルト,07/23,阪神,0,0,1,0,0,0,4,0,0,,,,5,10,0,
阪神/ヤクルト,07/23,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,6,1,
中日/広島,07/23,中日,0,0,0,0,0,0,1,0,0,,,,1,3,0,
中日/広島,07/23,広島,0,0,1,3,4,2,1,1,,,,,12,18,0,
日本ハム/西武,07/23,日本ハム,0,0,0,2,0,0,0,0,0,,,,2,12,1,
日本ハム/西武,07/23,西武,0,1,1,0,6,0,0,1,,,,,9,14,0,
ＤｅＮＡ/阪神,07/25,ＤｅＮＡ,0,0,0,0,0,0,1,0,0,,,,1,4,1,
ＤｅＮＡ/阪神,07/25,阪神,0,0,0,0,0,0,0,0,0,,,,0,2,0,
オリックス/西武,07/25,オリックス,1,0,0,0,0,1,0,0,0,,,,2,10,0,
オリックス/西武,07/25,西武,0,0,0,1,3,0,3,0,,,,,7,11,1,
ロッテ/日本ハム,07/25,ロッテ,0,0,1,1,2,0,0,0,0,,,,4,13,0,
ロッテ/日本ハム,07/25,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,6,0,
広島/巨人,07/25,広島,0,0,0,0,0,0,0,2,0,,,,2,8,0,
広島/巨人,07/25,巨人,0,0,0,0,0,0,0,0,1,,,,1,6,0,
中日/ヤクルト,07/25,中日,1,0,0,3,1,0,0,3,0,0,,,8,9,3,
中日/ヤクルト,07/25,ヤクルト,2,0,2,1,1,0,1,1,0,1,,,9,16,2,
ＤｅＮＡ/阪神,07/26,ＤｅＮＡ,0,3,0,0,1,0,0,2,0,,,,6,11,1,
ＤｅＮＡ/阪神,07/26,阪神,0,0,0,0,1,0,2,1,1,,,,5,9,1,
オリックス/西武,07/26,オリックス,2,0,0,0,0,0,0,0,0,,,,2,6,0,
オリックス/西武,07/26,西武,2,0,0,3,1,0,0,0,,,,,6,9,0,
ソフトバンク/楽天,07/26,ソフトバンク,0,0,0,1,0,0,0,0,0,,,,1,5,0,
ソフトバンク/楽天,07/26,楽天,0,0,0,1,0,0,1,2,,,,,4,8,0,
ロッテ/日本ハム,07/26,ロッテ,0,1,0,0,0,0,1,0,0,,,,2,6,1,
ロッテ/日本ハム,07/26,日本ハム,1,0,0,0,0,0,2,1,,,,,4,8,1,
広島/巨人,07/26,広島,2,0,2,0,1,0,0,1,1,,,,7,8,0,
広島/巨人,07/26,巨人,0,0,0,0,0,0,1,1,0,,,,2,7,2,
中日/ヤクルト,07/26,中日,0,3,0,3,4,0,0,0,0,0,,,10,11,1,
中日/ヤクルト,07/26,ヤクルト,0,0,0,0,0,0,2,8,0,1,,,11,15,2,
ＤｅＮＡ/阪神,07/27,ＤｅＮＡ,1,1,0,0,0,0,0,0,1,,,,3,7,1,
ＤｅＮＡ/阪神,07/27,阪神,0,0,0,3,0,0,0,7,,,,,10,10,1,
オリックス/西武,07/27,オリックス,0,0,0,0,0,0,0,0,0,,,,0,7,0,
オリックス/西武,07/27,西武,0,0,1,0,0,0,0,1,,,,,2,8,1,
ソフトバンク/楽天,07/27,ソフトバンク,0,0,0,2,0,1,0,1,1,,,,5,10,0,
ソフトバンク/楽天,07/27,楽天,0,0,0,0,0,0,1,0,0,,,,1,5,0,
広島/巨人,07/27,広島,0,0,1,1,0,0,1,0,0,,,,3,7,1,
広島/巨人,07/27,巨人,1,0,0,3,0,0,0,0,,,,,4,8,0,
中日/ヤクルト,07/27,中日,0,1,0,0,0,0,0,1,0,,,,2,8,1,
中日/ヤクルト,07/27,ヤクルト,2,0,1,4,0,3,1,0,,,,,11,15,1,
ヤクルト/広島,07/28,ヤクルト,0,0,0,1,0,0,0,0,0,,,,1,8,1,
ヤクルト/広島,07/28,広島,0,1,3,0,1,0,0,2,,,,,7,10,0,
楽天/オリックス,07/28,楽天,1,0,0,1,0,0,3,0,0,,,,5,11,0,
楽天/オリックス,07/28,オリックス,0,1,1,0,5,0,4,0,,,,,11,9,1,
阪神/中日,07/28,阪神,0,2,0,2,0,0,0,1,0,,,,5,11,1,
阪神/中日,07/28,中日,0,0,0,0,0,0,0,0,0,,,,0,6,1,
西武/ロッテ,07/28,西武,2,0,0,0,0,0,1,0,2,,,,5,7,0,
西武/ロッテ,07/28,ロッテ,0,0,2,0,2,0,0,0,0,,,,4,6,1,
ＤｅＮＡ/巨人,07/29,ＤｅＮＡ,0,0,0,0,0,0,0,1,0,,,,1,8,0,
ＤｅＮＡ/巨人,07/29,巨人,4,0,1,0,0,0,0,0,,,,,5,5,0,
ヤクルト/広島,07/29,ヤクルト,1,0,0,0,1,4,0,0,3,,,,9,11,1,
ヤクルト/広島,07/29,広島,0,1,0,0,0,0,0,0,0,,,,1,8,1,
楽天/オリックス,07/29,楽天,0,0,0,2,0,0,0,0,0,,,,2,6,0,
楽天/オリックス,07/29,オリックス,0,0,1,0,1,3,0,0,,,,,5,8,0,
阪神/中日,07/29,阪神,0,0,0,0,0,2,0,0,0,2,,,4,7,1,
阪神/中日,07/29,中日,0,0,0,0,0,0,2,0,0,0,,,2,9,0,
西武/ロッテ,07/29,西武,0,0,1,0,0,0,2,0,3,,,,6,9,0,
西武/ロッテ,07/29,ロッテ,0,0,0,0,0,0,0,0,1,,,,1,7,1,
日本ハム/ソフトバンク,07/29,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,3,0,
日本ハム/ソフトバンク,07/29,ソフトバンク,0,0,2,0,0,0,0,2,,,,,4,5,0,
ＤｅＮＡ/巨人,07/30,ＤｅＮＡ,0,0,1,0,0,0,3,0,0,,,,4,8,0,
ＤｅＮＡ/巨人,07/30,巨人,1,0,0,0,0,0,0,2,2,,,,5,10,0,
ヤクルト/広島,07/30,ヤクルト,0,0,0,0,0,0,0,0,1,,,,1,8,2,
ヤクルト/広島,07/30,広島,0,0,0,1,0,8,0,5,,,,,14,14,0,
楽天/オリックス,07/30,楽天,0,1,0,0,0,0,1,0,2,,,,4,11,0,
楽天/オリックス,07/30,オリックス,0,1,0,2,0,0,0,0,0,,,,3,8,0,
阪神/中日,07/30,阪神,0,0,0,0,0,0,0,0,0,,,,0,4,1,
阪神/中日,07/30,中日,0,1,2,3,0,0,0,1,,,,,7,11,0,
西武/ロッテ,07/30,西武,1,0,6,0,0,0,0,0,0,,,,7,8,0,
西武/ロッテ,07/30,ロッテ,0,1,1,0,0,0,1,0,0,,,,3,8,1,
日本ハム/ソフトバンク,07/30,日本ハム,0,0,0,1,0,1,0,1,0,,,,3,4,0,
日本ハム/ソフトバンク,07/30,ソフトバンク,1,1,0,0,2,0,0,0,,,,,4,9,0,
日本ハム/ソフトバンク,07/31,日本ハム,1,2,0,0,0,0,0,0,0,,,,3,6,0,
日本ハム/ソフトバンク,07/31,ソフトバンク,0,0,5,0,0,0,0,0,,,,,5,12,0,
ソフトバンク/オリックス,08/01,ソフトバンク,0,0,0,0,1,0,0,0,3,0,0,0,4,10,0,
ソフトバンク/オリックス,08/01,オリックス,0,0,1,1,2,0,0,0,0,0,0,1,5,11,0,
楽天/西武,08/01,楽天,0,0,0,0,0,0,0,0,0,,,,0,3,1,
楽天/西武,08/01,西武,0,0,2,1,0,5,0,0,,,,,8,6,1,
巨人/ヤクルト,08/01,巨人,0,0,1,0,4,0,2,0,3,,,,10,18,0,
巨人/ヤクルト,08/01,ヤクルト,2,0,0,0,0,0,0,0,1,,,,3,9,0,
阪神/広島,08/01,阪神,0,0,0,0,2,0,1,0,0,,,,3,8,1,
阪神/広島,08/01,広島,3,0,0,1,0,0,0,0,,,,,4,6,0,
ソフトバンク/オリックス,08/02,ソフトバンク,1,0,0,1,1,0,0,2,0,,,,5,6,0,
ソフトバンク/オリックス,08/02,オリックス,1,0,0,0,0,0,0,0,0,,,,1,6,0,
楽天/西武,08/02,楽天,1,0,0,0,1,0,0,2,0,,,,4,8,0,
楽天/西武,08/02,西武,0,0,3,1,0,2,0,1,,,,,7,10,0,
巨人/ヤクルト,08/02,巨人,3,0,2,0,0,2,0,0,3,,,,10,15,0,
巨人/ヤクルト,08/02,ヤクルト,0,0,0,1,0,2,0,1,0,,,,4,10,1,
阪神/広島,08/02,阪神,0,0,2,0,0,0,0,0,2,,,,4,8,0,
阪神/広島,08/02,広島,2,0,0,0,0,0,0,1,0,,,,3,7,1,
中日/ＤｅＮＡ,08/02,中日,0,0,0,0,0,2,0,0,2,0,0,0,4,12,1,
中日/ＤｅＮＡ,08/02,ＤｅＮＡ,0,0,0,0,2,0,0,2,0,0,0,0,4,9,2,
日本ハム/ロッテ,08/02,日本ハム,0,0,0,0,0,0,1,0,1,,,,2,11,2,
日本ハム/ロッテ,08/02,ロッテ,0,2,0,0,0,1,0,1,,,,,4,12,0,
ソフトバンク/オリックス,08/03,ソフトバンク,3,1,0,0,1,0,0,0,0,,,,5,7,0,
ソフトバンク/オリックス,08/03,オリックス,1,0,0,0,0,0,0,2,0,,,,3,11,0,
楽天/西武,08/03,楽天,0,0,0,0,0,1,0,0,0,,,,1,3,1,
楽天/西武,08/03,西武,3,0,0,0,0,1,4,0,,,,,8,11,0,
巨人/ヤクルト,08/03,巨人,4,1,0,0,0,0,0,0,0,,,,5,12,0,
巨人/ヤクルト,08/03,ヤクルト,1,0,0,2,0,2,2,0,,,,,7,13,2,
阪神/広島,08/03,阪神,4,0,0,1,0,0,0,0,0,0,0,0,5,13,0,
阪神/広島,08/03,広島,1,0,0,0,1,0,0,0,3,0,0,0,5,10,1,
中日/ＤｅＮＡ,08/03,中日,0,2,0,1,0,0,0,0,0,,,,3,5,0,
中日/ＤｅＮＡ,08/03,ＤｅＮＡ,0,2,2,0,0,0,0,0,,,,,4,11,0,
日本ハム/ロッテ,08/03,日本ハム,2,0,0,0,0,0,1,0,0,,,,3,11,0,
日本ハム/ロッテ,08/03,ロッテ,0,0,0,0,0,0,1,0,1,,,,2,10,1,
ソフトバンク/西武,08/04,ソフトバンク,0,0,0,2,0,1,0,0,1,,,,4,9,0,
ソフトバンク/西武,08/04,西武,1,0,0,0,3,0,4,0,,,,,8,13,0,
ヤクルト/阪神,08/04,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,4,1,
ヤクルト/阪神,08/04,阪神,0,0,0,0,1,0,2,0,,,,,3,3,0,
ロッテ/楽天,08/04,ロッテ,2,0,0,0,0,0,0,0,0,,,,2,5,1,
ロッテ/楽天,08/04,楽天,0,0,1,0,0,0,0,0,2,,,,3,5,0,
広島/ＤｅＮＡ,08/04,広島,3,0,0,0,0,0,0,0,0,,,,3,7,1,
広島/ＤｅＮＡ,08/04,ＤｅＮＡ,0,5,0,3,0,4,0,1,,,,,13,14,1,
中日/巨人,08/04,中日,0,1,0,0,1,2,0,1,0,1,,,6,13,0,
中日/巨人,08/04,巨人,1,1,0,1,0,0,1,0,1,0,,,5,12,0,
オリックス/日本ハム,08/05,オリックス,0,0,3,0,0,0,3,0,0,,,,6,10,1,
オリックス/日本ハム,08/05,日本ハム,0,0,1,0,3,0,0,0,0,,,,4,11,0,
ソフトバンク/西武,08/05,ソフトバンク,0,0,0,4,1,0,2,0,0,1,,,8,11,0,
ソフトバンク/西武,08/05,西武,0,0,0,0,0,1,0,2,4,0,,,7,13,2,
ヤクルト/阪神,08/05,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,3,1,
ヤクルト/阪神,08/05,阪神,1,1,0,0,2,0,0,0,,,,,4,6,0,
ロッテ/楽天,08/05,ロッテ,1,0,0,0,0,0,0,3,1,,,,5,12,0,
ロッテ/楽天,08/05,楽天,1,0,2,0,2,0,0,3,,,,,8,14,1,
広島/ＤｅＮＡ,08/05,広島,1,0,0,1,2,1,2,0,0,,,,7,11,0,
広島/ＤｅＮＡ,08/05,ＤｅＮＡ,3,0,0,0,0,1,0,0,0,,,,4,8,0,
中日/巨人,08/05,中日,0,1,0,0,0,0,0,0,1,,,,2,10,0,
中日/巨人,08/05,巨人,0,1,4,3,0,0,0,0,,,,,8,10,0,
オリックス/日本ハム,08/06,オリックス,0,0,2,3,0,0,0,0,0,,,,5,8,0,
オリックス/日本ハム,08/06,日本ハム,0,0,0,2,0,0,0,0,0,,,,2,8,0,
ソフトバンク/西武,08/06,ソフトバンク,0,0,0,0,1,0,0,0,0,,,,1,4,1,
ソフトバンク/西武,08/06,西武,0,1,0,0,4,0,0,1,,,,,6,6,1,
ヤクルト/阪神,08/06,ヤクルト,0,1,0,3,0,0,0,0,1,,,,5,9,0,
ヤクルト/阪神,08/06,阪神,0,0,2,0,1,0,3,0,,,,,6,9,2,
ロッテ/楽天,08/06,ロッテ,0,1,0,0,0,1,0,0,1,,,,3,6,1,
ロッテ/楽天,08/06,楽天,0,0,0,0,0,0,0,1,0,,,,1,4,0,
広島/ＤｅＮＡ,08/06,広島,0,0,0,3,4,0,0,1,1,,,,9,14,1,
広島/ＤｅＮＡ,08/06,ＤｅＮＡ,0,0,0,2,1,0,0,1,0,,,,4,6,1,
中日/巨人,08/06,中日,0,0,1,0,3,0,0,1,0,,,,5,8,2,
中日/巨人,08/06,巨人,0,0,0,4,0,0,0,0,0,,,,4,10,0,
ＤｅＮＡ/ヤクルト,08/08,ＤｅＮＡ,2,0,0,0,0,3,0,0,0,,,,5,10,1,
ＤｅＮＡ/ヤクルト,08/08,ヤクルト,0,0,4,0,2,0,0,2,,,,,8,10,0,
ソフトバンク/ロッテ,08/08,ソフトバンク,0,0,0,0,0,2,6,0,0,,,,8,11,2,
ソフトバンク/ロッテ,08/08,ロッテ,0,1,2,5,0,3,1,5,,,,,17,19,1,
広島/中日,08/08,広島,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,
広島/中日,08/08,中日,0,1,0,0,0,0,0,0,0,0,0,0,1,9,1,
阪神/巨人,08/08,阪神,0,0,0,0,0,0,0,0,1,,,,1,7,0,
阪神/巨人,08/08,巨人,1,1,4,0,0,0,0,0,,,,,6,9,1,
西武/オリックス,08/08,西武,0,0,1,3,1,1,0,0,0,,,,6,10,2,
西武/オリックス,08/08,オリックス,1,2,2,4,2,0,1,0,,,,,12,12,2,
ＤｅＮＡ/ヤクルト,08/09,ＤｅＮＡ,0,3,2,0,0,0,0,0,2,,,,7,7,0,
ＤｅＮＡ/ヤクルト,08/09,ヤクルト,0,1,0,0,0,0,0,0,1,,,,2,7,0,
ソフトバンク/ロッテ,08/09,ソフトバンク,0,0,3,0,0,0,0,0,0,,,,3,9,1,
ソフトバンク/ロッテ,08/09,ロッテ,0,0,0,1,0,1,0,0,0,,,,2,5,0,
広島/中日,08/09,広島,0,0,1,0,0,0,0,0,0,,,,1,5,1,
広島/中日,08/09,中日,1,0,0,0,2,4,0,0,,,,,7,14,0,
阪神/巨人,08/09,阪神,1,0,1,0,0,0,1,0,2,,,,5,12,0,
阪神/巨人,08/09,巨人,0,0,0,0,0,1,3,0,0,,,,4,6,0,
西武/オリックス,08/09,西武,0,0,2,2,3,0,1,0,0,,,,8,11,0,
西武/オリックス,08/09,オリックス,0,1,0,3,0,0,0,0,0,,,,4,10,2,
日本ハム/楽天,08/09,日本ハム,1,0,0,3,0,0,1,0,0,,,,5,12,0,
日本ハム/楽天,08/09,楽天,1,0,5,0,0,0,0,0,,,,,6,8,1,
ＤｅＮＡ/ヤクルト,08/10,ＤｅＮＡ,0,0,0,0,1,0,0,2,3,,,,6,6,0,
ＤｅＮＡ/ヤクルト,08/10,ヤクルト,0,1,0,0,0,0,0,0,0,,,,1,4,1,
ソフトバンク/ロッテ,08/10,ソフトバンク,3,0,0,3,0,0,0,0,0,,,,6,10,0,
ソフトバンク/ロッテ,08/10,ロッテ,0,0,2,0,2,1,0,0,0,,,,5,7,0,
広島/中日,08/10,広島,2,3,0,0,0,0,0,0,0,,,,5,7,0,
広島/中日,08/10,中日,1,2,1,0,1,0,0,0,1,,,,6,10,0,
阪神/巨人,08/10,阪神,0,2,0,0,0,0,0,0,0,,,,2,9,1,
阪神/巨人,08/10,巨人,0,0,0,0,1,1,0,3,,,,,5,7,0,
西武/オリックス,08/10,西武,0,1,0,0,0,0,0,1,0,,,,2,5,0,
西武/オリックス,08/10,オリックス,1,0,1,0,0,0,0,2,,,,,4,3,0,
日本ハム/楽天,08/10,日本ハム,1,0,1,0,0,0,1,0,0,0,0,,3,11,0,
日本ハム/楽天,08/10,楽天,0,1,1,0,0,0,1,0,0,0,1,,4,12,0,
ヤクルト/中日,08/11,ヤクルト,0,0,4,0,4,2,0,0,0,,,,10,10,0,
ヤクルト/中日,08/11,中日,2,0,0,0,0,0,0,0,0,,,,2,7,1,
楽天/オリックス,08/11,楽天,0,0,2,0,0,1,1,0,0,,,,4,12,1,
楽天/オリックス,08/11,オリックス,0,1,0,5,0,0,2,0,,,,,8,12,0,
巨人/広島,08/11,巨人,0,0,0,0,6,3,0,0,0,,,,9,15,0,
巨人/広島,08/11,広島,0,0,0,2,0,0,0,0,0,,,,2,8,1,
阪神/ＤｅＮＡ,08/11,阪神,0,1,3,0,3,0,1,0,0,,,,8,13,1,
阪神/ＤｅＮＡ,08/11,ＤｅＮＡ,0,0,0,0,1,0,0,0,0,,,,1,4,2,
西武/ロッテ,08/11,西武,2,0,1,0,0,0,0,0,0,,,,3,12,1,
西武/ロッテ,08/11,ロッテ,0,1,0,0,2,0,2,0,,,,,5,10,0,
ヤクルト/中日,08/12,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,7,0,
ヤクルト/中日,08/12,中日,0,0,0,1,0,0,0,2,,,,,3,8,0,
楽天/オリックス,08/12,楽天,0,0,1,0,1,3,0,2,0,,,,7,14,0,
楽天/オリックス,08/12,オリックス,0,0,0,0,0,0,0,0,0,,,,0,4,0,
巨人/広島,08/12,巨人,0,0,0,0,0,0,0,0,0,,,,0,4,1,
巨人/広島,08/12,広島,0,1,0,0,0,0,0,0,,,,,1,4,0,
