FLG,日付,TM,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,計,安,失
ロッテ/西武,09/07,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,4,1,
ロッテ/西武,09/07,西武,0,1,1,1,0,0,0,0,,,,,3,11,1,
楽天/日本ハム,09/07,楽天,0,0,4,2,0,0,0,0,0,,,,6,11,0,
楽天/日本ハム,09/07,日本ハム,0,0,2,0,2,0,0,0,0,,,,4,8,0,
阪神/広島,09/07,阪神,3,0,0,1,0,0,0,0,0,,,,4,7,0,
阪神/広島,09/07,広島,0,0,2,0,4,0,0,0,,,,,6,10,0,
ＤｅＮＡ/阪神,09/08,ＤｅＮＡ,1,1,1,0,0,0,0,0,0,,,,3,4,1,
ＤｅＮＡ/阪神,09/08,阪神,0,3,0,0,0,0,2,3,,,,,8,10,0,
オリックス/楽天,09/08,オリックス,0,0,1,0,0,0,2,1,0,,,,4,13,1,
オリックス/楽天,09/08,楽天,0,0,0,1,0,0,1,0,0,,,,2,5,1,
ソフトバンク/ロッテ,09/08,ソフトバンク,1,1,3,1,0,0,0,0,0,,,,6,12,0,
ソフトバンク/ロッテ,09/08,ロッテ,0,0,0,2,0,2,0,0,0,,,,4,10,1,
ヤクルト/巨人,09/08,ヤクルト,0,0,0,0,0,0,0,0,1,,,,1,6,2,
ヤクルト/巨人,09/08,巨人,0,0,0,0,2,0,0,2,,,,,4,5,1,
広島/中日,09/08,広島,0,0,0,0,1,0,1,1,0,,,,3,9,0,
広島/中日,09/08,中日,0,0,0,0,0,0,0,0,0,,,,0,6,0,
日本ハム/西武,09/08,日本ハム,2,0,0,7,0,0,0,0,0,,,,9,10,0,
日本ハム/西武,09/08,西武,0,0,0,0,0,0,0,2,0,,,,2,5,1,
ＤｅＮＡ/阪神,09/09,ＤｅＮＡ,0,0,0,0,0,0,1,0,0,0,0,0,1,7,2,
ＤｅＮＡ/阪神,09/09,阪神,1,0,0,0,0,0,0,0,0,0,0,1,2,6,0,
オリックス/楽天,09/09,オリックス,4,0,0,0,1,0,0,0,0,,,,5,8,0,
オリックス/楽天,09/09,楽天,0,0,0,0,0,2,1,0,0,,,,3,7,2,
ソフトバンク/ロッテ,09/09,ソフトバンク,2,0,0,0,0,0,0,0,0,,,,2,7,0,
ソフトバンク/ロッテ,09/09,ロッテ,0,0,0,0,1,0,0,0,0,,,,1,6,1,
ヤクルト/巨人,09/09,ヤクルト,0,0,0,0,0,3,0,0,1,,,,4,5,0,
ヤクルト/巨人,09/09,巨人,0,0,0,0,0,0,0,0,0,,,,0,6,1,
広島/中日,09/09,広島,1,1,0,0,1,0,4,2,0,,,,9,11,3,
広島/中日,09/09,中日,0,3,1,0,0,1,0,0,0,,,,5,7,1,
日本ハム/西武,09/09,日本ハム,0,0,0,1,0,0,0,0,0,,,,1,4,0,
日本ハム/西武,09/09,西武,0,0,0,0,0,0,0,0,0,,,,0,4,1,
ＤｅＮＡ/阪神,09/10,ＤｅＮＡ,0,3,0,0,0,1,1,1,0,,,,6,13,0,
ＤｅＮＡ/阪神,09/10,阪神,1,1,2,1,0,0,0,1,1,,,,7,15,2,
オリックス/楽天,09/10,オリックス,0,0,0,1,0,0,0,0,0,,,,1,6,0,
オリックス/楽天,09/10,楽天,0,1,0,0,1,0,0,0,,,,,2,5,0,
ソフトバンク/ロッテ,09/10,ソフトバンク,0,0,0,0,0,0,3,0,3,,,,6,8,0,
ソフトバンク/ロッテ,09/10,ロッテ,0,0,0,0,0,0,0,2,1,,,,3,10,0,
ヤクルト/巨人,09/10,ヤクルト,0,0,0,0,0,0,0,1,0,,,,1,4,1,
ヤクルト/巨人,09/10,巨人,0,1,0,1,0,0,3,1,,,,,6,13,0,
広島/中日,09/10,広島,0,0,0,1,0,0,3,0,0,,,,4,10,1,
広島/中日,09/10,中日,1,0,0,1,0,1,0,0,0,,,,3,8,0,
日本ハム/西武,09/10,日本ハム,1,0,0,1,0,5,0,0,0,,,,7,10,0,
日本ハム/西武,09/10,西武,2,1,0,2,2,1,0,0,,,,,8,9,3,
ＤｅＮＡ/広島,09/12,ＤｅＮＡ,0,3,0,0,0,0,0,0,0,,,,3,8,0,
ＤｅＮＡ/広島,09/12,広島,0,0,0,0,0,1,0,0,0,,,,1,6,1,
オリックス/ロッテ,09/12,オリックス,0,0,0,2,1,0,1,1,0,,,,5,13,1,
オリックス/ロッテ,09/12,ロッテ,2,0,0,0,2,0,1,2,,,,,7,14,0,
楽天/日本ハム,09/12,楽天,0,0,0,0,0,0,0,0,0,,,,0,3,0,
楽天/日本ハム,09/12,日本ハム,0,0,0,3,2,2,0,0,,,,,7,7,0,
巨人/阪神,09/12,巨人,0,0,1,3,0,0,0,0,1,0,0,0,5,11,1,
巨人/阪神,09/12,阪神,2,3,0,0,0,0,0,0,0,0,0,0,5,12,1,
中日/ヤクルト,09/12,中日,2,0,4,0,0,1,1,0,0,,,,8,15,0,
中日/ヤクルト,09/12,ヤクルト,1,0,0,0,0,0,0,0,0,,,,1,6,0,
ＤｅＮＡ/広島,09/13,ＤｅＮＡ,2,0,1,1,0,0,0,0,0,,,,4,11,0,
ＤｅＮＡ/広島,09/13,広島,6,0,0,0,0,6,0,0,,,,,12,14,0,
オリックス/ソフトバンク,09/13,オリックス,0,1,0,3,0,1,0,0,0,,,,5,8,1,
オリックス/ソフトバンク,09/13,ソフトバンク,0,1,0,0,0,0,1,0,0,,,,2,5,0,
ロッテ/日本ハム,09/13,ロッテ,2,0,1,1,0,0,0,0,0,,,,4,11,0,
ロッテ/日本ハム,09/13,日本ハム,0,0,0,0,0,0,0,0,1,,,,1,8,1,
巨人/阪神,09/13,巨人,0,6,0,1,0,0,0,0,0,,,,7,15,0,
巨人/阪神,09/13,阪神,0,0,0,0,0,0,0,0,2,,,,2,11,2,
西武/楽天,09/13,西武,0,0,0,0,1,4,0,2,0,,,,7,11,1,
西武/楽天,09/13,楽天,0,1,0,2,0,0,0,0,0,,,,3,7,1,
中日/ヤクルト,09/13,中日,0,0,0,0,1,0,0,0,0,,,,1,9,1,
中日/ヤクルト,09/13,ヤクルト,1,0,1,0,0,0,0,0,,,,,2,7,0,
ＤｅＮＡ/広島,09/14,ＤｅＮＡ,0,0,3,0,0,0,1,0,0,,,,4,12,1,
ＤｅＮＡ/広島,09/14,広島,0,2,1,1,0,0,0,1,,,,,5,9,0,
オリックス/ソフトバンク,09/14,オリックス,0,0,0,1,0,3,0,0,0,,,,4,4,0,
オリックス/ソフトバンク,09/14,ソフトバンク,0,0,0,3,1,2,0,1,,,,,7,14,0,
ロッテ/日本ハム,09/14,ロッテ,1,0,1,0,0,0,0,1,3,,,,6,12,2,
ロッテ/日本ハム,09/14,日本ハム,1,0,0,0,2,0,1,0,0,,,,4,12,0,
巨人/阪神,09/14,巨人,0,0,0,0,0,0,0,1,1,0,0,0,2,10,0,
巨人/阪神,09/14,阪神,2,0,0,0,0,0,0,0,0,0,0,0,2,9,0,
西武/楽天,09/14,西武,1,0,0,0,0,1,0,0,0,,,,2,6,2,
西武/楽天,09/14,楽天,1,0,0,0,0,0,0,0,0,,,,1,5,0,
中日/ヤクルト,09/14,中日,0,0,0,1,0,0,0,0,0,1,,,2,8,0,
中日/ヤクルト,09/14,ヤクルト,0,0,0,0,1,0,0,0,0,0,,,1,5,0,
ＤｅＮＡ/巨人,09/16,ＤｅＮＡ,0,0,0,1,0,0,0,0,0,,,,1,5,1,
ＤｅＮＡ/巨人,09/16,巨人,0,0,0,0,0,0,0,0,0,,,,0,6,0,
オリックス/日本ハム,09/16,オリックス,0,0,3,0,0,0,0,0,0,,,,3,4,0,
オリックス/日本ハム,09/16,日本ハム,0,1,2,0,0,2,1,0,,,,,6,10,0,
ソフトバンク/西武,09/16,ソフトバンク,0,0,0,2,4,0,1,0,0,,,,7,11,0,
ソフトバンク/西武,09/16,西武,0,1,0,0,0,0,0,0,2,,,,3,6,1,
ヤクルト/広島,09/16,ヤクルト,0,0,0,1,1,0,2,1,0,,,,5,9,2,
ヤクルト/広島,09/16,広島,0,0,2,2,0,0,0,0,0,,,,4,11,0,
ロッテ/楽天,09/16,ロッテ,0,2,0,0,2,0,0,0,1,,,,5,11,1,
ロッテ/楽天,09/16,楽天,0,7,0,1,5,0,0,0,,,,,13,12,1,
ＤｅＮＡ/巨人,09/17,ＤｅＮＡ,0,0,0,0,0,0,0,0,1,,,,1,5,1,
ＤｅＮＡ/巨人,09/17,巨人,2,1,0,0,3,0,0,0,,,,,6,9,0,
オリックス/日本ハム,09/17,オリックス,0,0,1,0,1,0,0,0,0,2,,,4,8,1,
オリックス/日本ハム,09/17,日本ハム,2,0,0,0,0,0,0,0,0,0,,,2,4,0,
ソフトバンク/西武,09/17,ソフトバンク,0,0,0,0,0,0,0,2,0,0,,,2,10,2,
ソフトバンク/西武,09/17,西武,0,1,0,0,0,0,0,1,0,1,,,3,7,1,
オリックス/日本ハム,09/18,オリックス,0,1,0,0,0,0,0,0,0,,,,1,6,1,
オリックス/日本ハム,09/18,日本ハム,4,0,0,0,0,1,2,0,,,,,7,5,1,
ソフトバンク/西武,09/18,ソフトバンク,0,1,3,7,0,0,0,0,1,1,,,13,14,0,
ソフトバンク/西武,09/18,西武,4,0,0,1,0,3,2,2,0,2,,,14,20,1,
ヤクルト/ＤｅＮＡ,09/18,ヤクルト,0,0,2,0,0,0,0,0,0,,,,2,5,0,
ヤクルト/ＤｅＮＡ,09/18,ＤｅＮＡ,0,1,0,1,0,0,1,1,,,,,4,7,0,
ロッテ/楽天,09/18,ロッテ,2,0,0,1,0,0,0,0,0,,,,3,8,1,
ロッテ/楽天,09/18,楽天,0,0,0,0,0,0,0,0,4,,,,4,7,0,
巨人/中日,09/18,巨人,0,0,0,0,0,0,0,0,0,,,,0,2,0,
巨人/中日,09/18,中日,0,0,0,0,0,0,0,2,,,,,2,7,1,
広島/阪神,09/18,広島,1,0,0,1,0,0,0,1,0,,,,3,6,0,
広島/阪神,09/18,阪神,0,0,0,1,0,0,1,0,0,,,,2,8,0,
ロッテ/西武,09/19,ロッテ,0,2,2,0,0,0,0,2,0,,,,6,11,1,
ロッテ/西武,09/19,西武,0,2,0,0,0,0,1,0,0,,,,3,12,1,
巨人/中日,09/19,巨人,0,0,0,0,0,2,0,0,0,,,,2,7,1,
巨人/中日,09/19,中日,0,0,2,8,0,0,0,0,,,,,10,12,0,
日本ハム/楽天,09/19,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,3,3,
日本ハム/楽天,09/19,楽天,0,1,2,1,1,1,0,0,,,,,6,13,0,
オリックス/楽天,09/20,オリックス,0,0,1,0,2,1,3,1,0,,,,8,10,1,
オリックス/楽天,09/20,楽天,0,0,0,0,0,1,0,2,1,,,,4,11,2,
ソフトバンク/日本ハム,09/20,ソフトバンク,0,0,0,0,0,1,2,1,0,,,,4,9,0,
ソフトバンク/日本ハム,09/20,日本ハム,0,0,1,0,0,0,0,0,0,,,,1,7,0,
ロッテ/西武,09/20,ロッテ,1,0,0,0,0,0,2,0,0,,,,3,8,0,
ロッテ/西武,09/20,西武,0,1,0,0,0,0,0,0,0,,,,1,4,0,
巨人/阪神,09/20,巨人,1,1,0,0,0,0,0,0,0,,,,2,7,0,
巨人/阪神,09/20,阪神,0,0,0,0,0,0,0,0,0,,,,0,2,0,
中日/ヤクルト,09/20,中日,0,1,0,0,0,0,1,1,3,,,,6,10,0,
中日/ヤクルト,09/20,ヤクルト,0,0,0,0,0,0,1,0,0,,,,1,2,1,
オリックス/楽天,09/21,オリックス,2,0,0,0,0,1,0,3,1,,,,7,8,0,
オリックス/楽天,09/21,楽天,0,0,2,0,0,0,2,0,0,,,,4,7,0,
ソフトバンク/日本ハム,09/21,ソフトバンク,0,0,0,1,0,0,2,0,1,,,,4,9,0,
ソフトバンク/日本ハム,09/21,日本ハム,1,0,4,0,1,0,0,0,,,,,6,7,1,
ロッテ/西武,09/21,ロッテ,0,0,0,0,0,0,1,2,1,,,,4,10,0,
ロッテ/西武,09/21,西武,1,0,0,0,0,0,0,0,2,,,,3,8,0,
阪神/広島,09/21,阪神,0,0,1,0,0,4,0,2,0,,,,7,11,0,
阪神/広島,09/21,広島,5,0,0,0,0,0,0,0,0,,,,5,6,1,
巨人/広島,09/22,巨人,0,0,0,0,0,0,0,0,0,,,,0,3,0,
巨人/広島,09/22,広島,1,0,0,2,2,0,0,0,,,,,5,9,0,
ＤｅＮＡ/中日,09/23,ＤｅＮＡ,8,0,2,0,2,0,1,0,0,,,,13,17,0,
ＤｅＮＡ/中日,09/23,中日,0,0,0,0,0,0,2,0,3,,,,5,7,0,
オリックス/西武,09/23,オリックス,0,0,0,0,0,0,0,0,0,,,,0,4,0,
オリックス/西武,09/23,西武,1,0,0,0,1,0,0,3,,,,,5,9,0,
楽天/ソフトバンク,09/23,楽天,0,1,0,0,0,2,0,0,0,,,,3,9,1,
楽天/ソフトバンク,09/23,ソフトバンク,0,0,0,0,0,1,0,0,0,,,,1,5,0,
巨人/広島,09/23,巨人,0,0,0,1,0,1,0,0,0,,,,2,9,1,
巨人/広島,09/23,広島,1,0,0,2,0,0,0,0,,,,,3,3,1,
阪神/ヤクルト,09/23,阪神,0,0,0,2,2,0,4,0,0,,,,8,14,1,
阪神/ヤクルト,09/23,ヤクルト,0,0,0,0,0,1,0,0,0,,,,1,3,1,
日本ハム/ロッテ,09/23,日本ハム,0,0,0,0,0,3,0,1,0,,,,4,8,1,
日本ハム/ロッテ,09/23,ロッテ,0,1,2,0,0,0,0,0,0,,,,3,7,1,
ＤｅＮＡ/阪神,09/24,ＤｅＮＡ,2,0,0,0,0,0,0,0,0,,,,2,7,0,
ＤｅＮＡ/阪神,09/24,阪神,0,0,0,0,0,0,0,0,0,,,,0,4,0,
オリックス/西武,09/24,オリックス,1,0,0,0,1,0,0,1,2,,,,5,8,0,
オリックス/西武,09/24,西武,0,0,2,4,1,0,1,0,,,,,8,11,1,
楽天/ソフトバンク,09/24,楽天,0,0,0,0,0,0,3,0,0,,,,3,5,1,
楽天/ソフトバンク,09/24,ソフトバンク,0,0,1,0,0,0,3,0,,,,,4,5,0,
巨人/ヤクルト,09/24,巨人,0,0,4,1,0,0,0,0,0,,,,5,7,1,
巨人/ヤクルト,09/24,ヤクルト,2,0,0,0,1,0,0,0,0,,,,3,11,0,
広島/中日,09/24,広島,0,0,0,0,0,0,2,0,0,,,,2,7,0,
広島/中日,09/24,中日,0,0,0,0,0,0,0,2,1,,,,3,13,0,
日本ハム/ロッテ,09/24,日本ハム,0,0,0,0,0,0,2,1,0,0,0,0,3,7,0,
日本ハム/ロッテ,09/24,ロッテ,0,0,1,0,0,0,0,0,2,0,0,1,4,11,0,
ＤｅＮＡ/阪神,09/25,ＤｅＮＡ,0,0,1,0,0,2,0,1,3,,,,7,13,0,
ＤｅＮＡ/阪神,09/25,阪神,0,0,0,0,0,0,0,0,0,,,,0,5,0,
楽天/ソフトバンク,09/25,楽天,2,1,3,0,0,1,0,3,0,,,,10,10,0,
楽天/ソフトバンク,09/25,ソフトバンク,0,0,0,0,0,0,0,0,2,,,,2,8,0,
巨人/ヤクルト,09/25,巨人,0,0,0,0,3,1,1,1,0,,,,6,13,2,
巨人/ヤクルト,09/25,ヤクルト,0,0,5,0,0,0,0,0,0,,,,5,7,0,
ヤクルト/巨人,09/26,ヤクルト,0,0,0,0,0,0,0,0,0,,,,0,6,0,
ヤクルト/巨人,09/26,巨人,0,1,0,1,0,1,0,0,,,,,3,9,0,
ロッテ/ソフトバンク,09/26,ロッテ,0,2,0,1,0,0,0,1,0,,,,4,7,0,
ロッテ/ソフトバンク,09/26,ソフトバンク,0,0,0,0,3,0,0,0,0,,,,3,5,0,
日本ハム/オリックス,09/26,日本ハム,0,0,1,1,0,0,1,0,3,,,,6,17,0,
日本ハム/オリックス,09/26,オリックス,0,0,0,0,0,2,0,0,0,,,,2,9,0,
阪神/ＤｅＮＡ,09/27,阪神,0,0,0,0,0,3,0,0,1,0,0,0,4,11,1,
阪神/ＤｅＮＡ,09/27,ＤｅＮＡ,2,2,0,0,0,0,0,0,0,0,0,0,4,9,0,
中日/巨人,09/27,中日,0,0,0,0,0,0,0,0,1,,,,1,6,0,
中日/巨人,09/27,巨人,0,0,0,0,1,1,0,0,,,,,2,7,0,
日本ハム/オリックス,09/27,日本ハム,0,0,0,0,1,0,0,0,1,0,1,,3,13,1,
日本ハム/オリックス,09/27,オリックス,0,0,0,1,0,1,0,0,0,0,0,,2,5,0,
ヤクルト/広島,09/28,ヤクルト,0,0,0,0,0,0,1,0,0,,,,1,8,1,
ヤクルト/広島,09/28,広島,0,0,0,1,1,1,0,0,,,,,3,7,1,
楽天/日本ハム,09/28,楽天,1,0,0,1,0,0,0,1,0,,,,3,10,0,
楽天/日本ハム,09/28,日本ハム,1,1,0,0,0,0,0,1,1,,,,4,11,0,
阪神/ＤｅＮＡ,09/28,阪神,0,0,5,1,2,3,0,0,0,,,,11,16,2,
阪神/ＤｅＮＡ,09/28,ＤｅＮＡ,0,0,0,0,0,1,1,0,0,,,,2,4,1,
西武/ソフトバンク,09/28,西武,2,0,0,0,0,0,3,0,0,,,,5,10,1,
西武/ソフトバンク,09/28,ソフトバンク,0,1,2,0,4,0,1,0,,,,,8,5,1,
オリックス/ロッテ,09/29,オリックス,0,0,0,0,2,2,0,0,0,,,,4,6,1,
オリックス/ロッテ,09/29,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,3,0,
楽天/日本ハム,09/29,楽天,0,1,0,0,0,0,0,2,0,,,,3,9,0,
楽天/日本ハム,09/29,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,9,0,
阪神/ＤｅＮＡ,09/29,阪神,0,0,0,0,0,0,1,1,0,,,,2,11,0,
阪神/ＤｅＮＡ,09/29,ＤｅＮＡ,0,0,0,3,0,3,0,0,,,,,6,11,0,
ソフトバンク/オリックス,09/30,ソフトバンク,1,1,1,0,3,1,0,0,0,,,,7,11,0,
ソフトバンク/オリックス,09/30,オリックス,1,0,1,0,0,1,1,5,,,,,9,11,1,
ロッテ/楽天,09/30,ロッテ,0,0,2,0,0,1,0,1,0,,,,4,8,1,
ロッテ/楽天,09/30,楽天,1,1,0,0,0,0,0,1,0,,,,3,9,0,
広島/ＤｅＮＡ,09/30,広島,0,1,0,0,0,0,0,0,0,4,,,5,9,0,
広島/ＤｅＮＡ,09/30,ＤｅＮＡ,0,0,0,0,1,0,0,0,0,0,,,1,5,0,
阪神/巨人,09/30,阪神,1,1,0,0,0,0,1,2,0,,,,5,9,0,
阪神/巨人,09/30,巨人,0,1,0,0,0,0,0,0,0,,,,1,5,0,
西武/日本ハム,09/30,西武,0,0,1,0,0,1,1,0,0,,,,3,9,2,
西武/日本ハム,09/30,日本ハム,0,0,0,1,1,0,0,2,,,,,4,6,2,
中日/ヤクルト,09/30,中日,2,2,0,1,0,0,0,0,0,,,,5,5,1,
中日/ヤクルト,09/30,ヤクルト,0,0,4,1,0,0,0,2,,,,,7,11,0,
ソフトバンク/オリックス,10/01,ソフトバンク,0,0,0,0,0,0,0,0,2,,,,2,7,0,
ソフトバンク/オリックス,10/01,オリックス,0,0,0,0,0,0,0,0,0,,,,0,3,2,
ロッテ/楽天,10/01,ロッテ,0,1,0,0,0,0,0,0,4,,,,5,7,1,
ロッテ/楽天,10/01,楽天,1,0,0,0,0,0,1,0,0,,,,2,5,0,
広島/ＤｅＮＡ,10/01,広島,0,2,3,0,2,0,0,0,0,,,,7,12,0,
広島/ＤｅＮＡ,10/01,ＤｅＮＡ,4,0,3,0,2,2,0,2,,,,,13,15,1,
阪神/巨人,10/01,阪神,0,0,3,0,2,0,0,0,0,,,,5,8,0,
阪神/巨人,10/01,巨人,0,0,0,2,0,0,0,0,2,,,,4,8,0,
西武/日本ハム,10/01,西武,0,0,0,0,0,0,2,0,3,,,,5,8,0,
西武/日本ハム,10/01,日本ハム,0,0,0,0,0,0,0,0,0,,,,0,5,1,
中日/ヤクルト,10/01,中日,0,0,1,1,0,0,1,0,3,,,,6,9,0,
中日/ヤクルト,10/01,ヤクルト,0,3,0,0,0,0,0,0,1,,,,4,7,1,
楽天/西武,10/02,楽天,0,0,0,0,0,2,0,0,0,,,,2,8,0,
楽天/西武,10/02,西武,0,0,0,1,0,0,0,0,0,,,,1,7,0,
オリックス/日本ハム,10/03,オリックス,1,0,0,0,2,0,0,2,0,,,,5,10,0,
オリックス/日本ハム,10/03,日本ハム,0,2,5,2,1,0,0,0,,,,,10,13,0,
楽天/西武,10/03,楽天,0,0,2,0,0,0,1,0,0,,,,3,6,0,
楽天/西武,10/03,西武,0,1,2,0,0,2,0,5,,,,,10,16,2,
巨人/ヤクルト,10/03,巨人,2,1,0,0,0,3,0,0,4,,,,10,15,0,
巨人/ヤクルト,10/03,ヤクルト,0,0,1,2,3,0,0,0,0,,,,6,11,0,
中日/ＤｅＮＡ,10/03,中日,0,0,0,0,0,0,1,0,0,,,,1,6,0,
中日/ＤｅＮＡ,10/03,ＤｅＮＡ,3,0,0,0,0,0,0,0,,,,,3,3,0,
オリックス/日本ハム,10/04,オリックス,0,0,0,0,0,0,0,0,0,,,,0,2,0,
オリックス/日本ハム,10/04,日本ハム,0,0,0,3,0,0,0,0,,,,,3,9,0,
楽天/ロッテ,10/04,楽天,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,
楽天/ロッテ,10/04,ロッテ,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,
中日/ＤｅＮＡ,10/04,中日,0,0,1,0,0,0,0,0,0,,,,1,6,1,
中日/ＤｅＮＡ,10/04,ＤｅＮＡ,1,0,0,0,1,0,0,0,,,,,2,7,0,
楽天/ロッテ,10/05,楽天,1,0,1,0,0,0,0,0,0,,,,2,6,1,
楽天/ロッテ,10/05,ロッテ,0,0,2,0,0,0,0,0,1,,,,3,7,1,
中日/阪神,10/05,中日,0,0,0,0,0,1,0,0,0,,,,1,4,0,
中日/阪神,10/05,阪神,0,0,0,0,0,1,1,0,,,,,2,7,0,
日本ハム/西武,10/05,日本ハム,3,2,0,1,0,2,0,0,0,,,,8,10,1,
日本ハム/西武,10/05,西武,2,2,0,1,1,0,0,0,0,,,,6,10,1,
オリックス/ソフトバンク,10/06,オリックス,1,0,0,0,2,0,0,0,0,0,0,0,3,9,1,
オリックス/ソフトバンク,10/06,ソフトバンク,0,0,0,0,1,0,1,0,1,0,0,1,4,8,0,
楽天/オリックス,10/07,楽天,0,0,0,0,0,2,0,0,5,,,,7,13,3,
楽天/オリックス,10/07,オリックス,0,0,0,0,0,0,0,0,0,,,,0,2,2,
ソフトバンク/楽天,10/08,ソフトバンク,0,0,0,0,0,0,0,0,0,,,,0,7,0,
ソフトバンク/楽天,10/08,楽天,0,0,0,0,2,0,0,0,,,,,2,7,1,
オリックス/ロッテ,10/09,オリックス,0,1,0,0,0,0,0,0,0,,,,1,9,1,
オリックス/ロッテ,10/09,ロッテ,0,0,0,5,1,0,0,0,,,,,6,8,0,
日本ハム/楽天,10/09,日本ハム,0,0,0,1,1,0,1,0,0,,,,3,7,0,
日本ハム/楽天,10/09,楽天,1,0,0,0,0,0,0,0,0,,,,1,9,2,
ロッテ/楽天,10/10,ロッテ,0,0,0,0,0,0,0,0,0,,,,0,4,1,
ロッテ/楽天,10/10,楽天,1,1,0,2,0,0,1,0,,,,,5,8,0,
中日/阪神,10/10,中日,0,0,0,0,0,0,0,1,0,,,,1,5,0,
中日/阪神,10/10,阪神,1,0,0,0,3,0,2,0,,,,,6,7,0,
